Date,State,tot_cases,new_cases
2021-09-30,FSM,7,0
2021-10-07,FSM,7,0
2021-10-14,FSM,7,0
2021-10-21,FSM,7,0
2021-10-28,FSM,7,0
2021-11-04,FSM,7,0
2021-11-11,FSM,7,0
2021-11-18,FSM,7,0
2021-11-25,FSM,7,0
2021-12-02,FSM,7,0
2021-12-09,FSM,7,0
2021-12-16,FSM,7,0
2021-12-23,FSM,7,0
2021-12-30,FSM,7,0
2022-01-06,FSM,7,0
2022-01-13,FSM,7,0
2022-01-20,FSM,7,0
2022-01-27,FSM,7,0
2022-02-03,FSM,7,0
2022-02-10,FSM,7,0
2022-02-17,FSM,7,0
2022-02-24,FSM,7,0
2022-03-03,FSM,7,0
2022-03-10,FSM,7,0
2022-03-17,FSM,7,0
2022-03-24,FSM,7,0
2022-03-31,FSM,7,0
2022-04-07,FSM,7,0
2022-04-14,FSM,7,0
2022-04-21,FSM,7,0
2022-04-28,FSM,9,2
2022-05-05,FSM,14,5
2022-05-12,FSM,14,0
2022-05-19,FSM,14,0
2022-05-26,FSM,30,16
2022-06-02,FSM,30,0
2022-06-09,FSM,34,4
2022-06-16,FSM,38,4
2022-06-23,FSM,38,0
2022-06-30,FSM,38,0
2022-07-07,FSM,38,0
2022-07-14,FSM,38,0
2022-07-21,FSM,188,150
2022-07-28,FSM,"2,769","2,581"
2022-08-04,FSM,"6,291","3,522"
2022-08-11,FSM,"6,903",612
2022-08-18,FSM,"6,903",0
2022-08-25,FSM,"6,925",22
2022-09-01,FSM,"7,632",707
2022-09-08,FSM,"9,221","1,589"
2022-09-15,FSM,"9,933",712
2022-09-22,FSM,"10,057",124
2022-09-29,FSM,"10,814",757
2022-10-06,FSM,"18,857","8,043"
2022-10-13,FSM,"21,815","2,958"
2022-10-20,FSM,"21,815",0
2022-10-27,FSM,"21,815",0
2022-11-03,FSM,"22,032",217
2022-11-10,FSM,"22,032",0
2022-11-17,FSM,"22,032",0
2020-01-23,GA,0,0
2020-01-30,GA,0,0
2020-02-06,GA,0,0
2020-02-13,GA,0,0
2020-02-20,GA,0,0
2020-02-27,GA,0,0
2020-03-05,GA,2,2
2020-03-12,GA,23,21
2020-03-19,GA,200,177
2020-03-26,GA,"1,242","1,042"
2020-04-02,GA,"4,639","3,397"
2020-04-09,GA,"9,888","5,249"
2020-04-16,GA,"14,988","5,100"
2020-04-23,GA,"21,203","6,215"
2020-04-30,GA,"25,761","4,558"
2020-05-07,GA,"30,735","4,974"
2020-05-14,GA,"35,414","4,679"
2020-05-21,GA,"39,807","4,393"
2020-05-28,GA,"44,595","4,788"
2020-06-04,GA,"48,888","4,293"
2020-06-11,GA,"53,957","5,069"
2020-06-18,GA,"60,026","6,069"
2020-06-25,GA,"69,391","9,365"
2020-07-02,GA,"84,242","14,851"
2020-07-09,GA,"103,892","19,650"
2020-07-16,GA,"127,827","23,935"
2020-07-23,GA,"152,293","24,466"
2020-07-30,GA,"178,333","26,040"
2020-08-06,GA,"201,715","23,382"
2020-08-13,GA,"226,103","24,388"
2020-08-20,GA,"243,981","17,878"
2020-08-27,GA,"260,597","16,616"
2020-09-03,GA,"274,599","14,002"
2020-09-10,GA,"287,278","12,679"
2020-09-17,GA,"299,043","11,765"
2020-09-24,GA,"310,171","11,128"
2020-10-01,GA,"318,033","7,862"
2020-10-08,GA,"326,149","8,116"
2020-10-15,GA,"334,587","8,438"
2020-10-22,GA,"343,752","9,165"
2020-10-29,GA,"355,034","11,282"
2020-11-05,GA,"395,711","40,677"
2020-11-12,GA,"413,881","18,170"
2020-11-19,GA,"433,706","19,825"
2020-11-26,GA,"457,910","24,204"
2020-12-03,GA,"482,140","24,230"
2020-12-10,GA,"517,785","35,645"
2020-12-17,GA,"560,607","42,822"
2020-12-24,GA,"608,291","47,684"
2020-12-31,GA,"654,743","46,452"
2021-01-07,GA,"713,842","59,099"
2021-01-14,GA,"782,296","68,454"
2021-01-21,GA,"836,720","54,424"
2021-01-28,GA,"885,605","48,885"
2021-02-04,GA,"922,357","36,752"
2021-02-11,GA,"950,908","28,551"
2021-02-18,GA,"973,250","22,342"
2021-02-25,GA,"994,055","20,805"
2021-03-04,GA,"1,014,496","20,441"
2021-03-11,GA,"1,028,361","13,865"
2021-03-18,GA,"1,038,468","10,107"
2021-03-25,GA,"1,049,383","10,915"
2021-04-01,GA,"1,059,551","10,168"
2021-04-08,GA,"1,068,196","8,645"
2021-04-15,GA,"1,078,377","10,181"
2021-04-22,GA,"1,087,792","9,415"
2021-04-29,GA,"1,097,234","9,442"
2021-05-06,GA,"1,105,775","8,541"
2021-05-13,GA,"1,112,163","6,388"
2021-05-20,GA,"1,117,337","5,174"
2021-05-27,GA,"1,121,313","3,976"
2021-06-03,GA,"1,124,411","3,098"
2021-06-10,GA,"1,127,110","2,699"
2021-06-17,GA,"1,129,650","2,540"
2021-06-24,GA,"1,131,949","2,299"
2021-07-01,GA,"1,134,570","2,621"
2021-07-08,GA,"1,137,562","2,992"
2021-07-15,GA,"1,143,527","5,965"
2021-07-22,GA,"1,153,068","9,541"
2021-07-29,GA,"1,171,232","18,164"
2021-08-05,GA,"1,199,629","28,397"
2021-08-12,GA,"1,238,384","38,755"
2021-08-19,GA,"1,287,667","49,283"
2021-08-26,GA,"1,348,021","60,354"
2021-09-02,GA,"1,413,284","65,263"
2021-09-09,GA,"1,468,410","55,126"
2021-09-16,GA,"1,513,670","45,260"
2021-09-23,GA,"1,548,684","35,014"
2021-09-30,GA,"1,573,836","25,152"
2021-10-07,GA,"1,593,680","19,844"
2021-10-14,GA,"1,611,693","18,013"
2021-10-21,GA,"1,622,376","10,683"
2021-10-28,GA,"1,631,347","8,971"
2021-11-04,GA,"1,638,605","7,258"
2021-11-11,GA,"1,644,995","6,390"
2021-11-18,GA,"1,651,954","6,959"
2021-11-25,GA,"1,659,480","7,526"
2021-12-02,GA,"1,666,106","6,626"
2021-12-09,GA,"1,675,444","9,338"
2021-12-16,GA,"1,686,326","10,882"
2021-12-23,GA,"1,714,092","27,766"
2021-12-30,GA,"1,792,021","77,929"
2022-01-06,GA,"1,928,942","136,921"
2022-01-13,GA,"2,010,073","81,131"
2022-01-20,GA,"2,123,928","113,855"
2022-01-27,GA,"2,306,025","182,097"
2022-02-03,GA,"2,386,300","80,275"
2022-02-10,GA,"2,424,940","38,640"
2022-02-17,GA,"2,446,467","21,527"
2022-02-24,GA,"2,458,863","12,396"
2022-03-03,GA,"2,467,695","8,832"
2022-03-10,GA,"2,473,674","5,979"
2022-03-17,GA,"2,479,374","5,700"
2022-03-24,GA,"2,483,374","4,000"
2022-03-31,GA,"2,495,557","12,183"
2022-04-07,GA,"2,501,268","5,711"
2022-04-14,GA,"2,504,537","3,269"
2022-04-21,GA,"2,508,616","4,079"
2022-04-28,GA,"2,514,698","6,082"
2022-05-05,GA,"2,521,385","6,687"
2022-05-12,GA,"2,530,745","9,360"
2022-05-19,GA,"2,541,684","10,939"
2022-05-26,GA,"2,556,016","14,332"
2022-06-02,GA,"2,571,059","15,043"
2022-06-09,GA,"2,588,774","17,715"
2022-06-16,GA,"2,608,161","19,387"
2022-06-23,GA,"2,626,597","18,436"
2022-06-30,GA,"2,647,568","20,971"
2022-07-07,GA,"2,667,557","19,989"
2022-07-14,GA,"2,694,160","26,603"
2022-07-21,GA,"2,721,391","27,231"
2022-07-28,GA,"2,750,915","29,524"
2022-08-04,GA,"2,778,580","27,665"
2022-08-11,GA,"2,803,517","24,937"
2022-08-18,GA,"2,829,283","25,766"
2022-08-25,GA,"2,852,705","23,422"
2022-09-01,GA,"2,870,610","17,905"
2022-09-08,GA,"2,883,280","12,670"
2022-09-15,GA,"2,892,908","9,628"
2022-09-22,GA,"2,900,228","7,320"
2022-09-29,GA,"2,905,266","5,038"
2022-10-06,GA,"2,909,658","4,392"
2022-10-13,GA,"2,913,313","3,655"
2022-10-20,GA,"2,917,262","3,949"
2022-10-27,GA,"2,920,638","3,376"
2022-11-03,GA,"2,924,703","4,065"
2022-11-10,GA,"2,929,434","4,731"
2022-11-17,GA,"2,933,234","3,800"
2020-01-23,GU,0,0
2020-01-30,GU,0,0
2020-02-06,GU,0,0
2020-02-13,GU,0,0
2020-02-20,GU,0,0
2020-02-27,GU,0,0
2020-03-05,GU,0,0
2020-03-12,GU,0,0
2020-03-19,GU,5,5
2020-03-26,GU,37,32
2020-04-02,GU,77,40
2020-04-09,GU,121,44
2020-04-16,GU,135,14
2020-04-23,GU,136,1
2020-04-30,GU,141,5
2020-05-07,GU,149,8
2020-05-14,GU,152,3
2020-05-21,GU,154,2
2020-05-28,GU,170,16
2020-06-04,GU,177,7
2020-06-11,GU,180,3
2020-06-18,GU,188,8
2020-06-25,GU,226,38
2020-07-02,GU,267,41
2020-07-09,GU,307,40
2020-07-16,GU,313,6
2020-07-23,GU,330,17
2020-07-30,GU,354,24
2020-08-06,GU,397,43
2020-08-13,GU,449,52
2020-08-20,GU,599,150
2020-08-27,GU,"1,120",521
2020-09-03,GU,"1,494",374
2020-09-10,GU,"1,758",264
2020-09-17,GU,"2,013",255
2020-09-24,GU,"2,235",222
2020-10-01,GU,"2,488",253
2020-10-08,GU,"2,868",380
2020-10-15,GU,"3,341",473
2020-10-22,GU,"3,968",627
2020-10-29,GU,"4,466",498
2020-11-05,GU,"4,903",437
2020-11-12,GU,"5,755",852
2020-11-19,GU,"6,346",591
2020-11-26,GU,"6,705",359
2020-12-03,GU,"6,920",215
2020-12-10,GU,"7,039",119
2020-12-17,GU,"7,168",129
2020-12-24,GU,"7,257",89
2020-12-31,GU,"7,308",51
2021-01-07,GU,"7,378",70
2021-01-14,GU,"7,444",66
2021-01-21,GU,"7,521",77
2021-01-28,GU,"7,568",47
2021-02-04,GU,"7,618",50
2021-02-11,GU,"7,673",55
2021-02-18,GU,"7,703",30
2021-02-25,GU,"7,729",26
2021-03-04,GU,"7,745",16
2021-03-11,GU,"7,756",11
2021-03-18,GU,"7,776",20
2021-03-25,GU,"7,789",13
2021-04-01,GU,"7,807",18
2021-04-08,GU,"7,828",21
2021-04-15,GU,"7,856",28
2021-04-22,GU,"7,909",53
2021-04-29,GU,"7,959",50
2021-05-06,GU,"8,020",61
2021-05-13,GU,"8,063",43
2021-05-20,GU,"8,124",61
2021-05-27,GU,"8,154",30
2021-06-03,GU,"8,193",39
2021-06-10,GU,"8,230",37
2021-06-17,GU,"8,266",36
2021-06-24,GU,"8,316",50
2021-07-01,GU,"8,366",50
2021-07-08,GU,"8,423",57
2021-07-15,GU,"8,473",50
2021-07-22,GU,"8,500",27
2021-07-29,GU,"8,529",29
2021-08-05,GU,"8,652",123
2021-08-12,GU,"8,865",213
2021-08-19,GU,"9,200",335
2021-08-26,GU,"9,867",667
2021-09-02,GU,"10,909","1,042"
2021-09-09,GU,"11,819",910
2021-09-16,GU,"13,145","1,326"
2021-09-23,GU,"14,098",953
2021-09-30,GU,"15,041",943
2021-10-07,GU,"15,927",886
2021-10-14,GU,"16,690",763
2021-10-21,GU,"17,379",689
2021-10-28,GU,"18,040",661
2021-11-04,GU,"18,507",467
2021-11-11,GU,"18,840",333
2021-11-18,GU,"19,040",200
2021-11-25,GU,"19,146",106
2021-12-02,GU,"19,227",81
2021-12-09,GU,"19,300",73
2021-12-16,GU,"19,357",57
2021-12-23,GU,"19,427",70
2021-12-30,GU,"19,566",139
2022-01-06,GU,"20,351",785
2022-01-13,GU,"22,479","2,128"
2022-01-20,GU,"25,757","3,278"
2022-01-27,GU,"30,221","4,464"
2022-02-03,GU,"34,610","4,389"
2022-02-10,GU,"38,672","4,062"
2022-02-17,GU,"41,780","3,108"
2022-02-24,GU,"43,836","2,056"
2022-03-03,GU,"45,241","1,405"
2022-03-10,GU,"46,000",759
2022-03-17,GU,"46,650",650
2022-03-24,GU,"47,009",359
2022-03-31,GU,"47,265",256
2022-04-07,GU,"47,514",249
2022-04-14,GU,"47,682",168
2022-04-21,GU,"47,902",220
2022-04-28,GU,"48,113",211
2022-05-05,GU,"48,302",189
2022-05-12,GU,"48,469",167
2022-05-19,GU,"48,666",197
2022-05-26,GU,"48,907",241
2022-06-02,GU,"49,262",355
2022-06-09,GU,"49,779",517
2022-06-16,GU,"50,485",706
2022-06-23,GU,"51,084",599
2022-06-30,GU,"51,898",814
2022-07-07,GU,"52,644",746
2022-07-14,GU,"53,459",815
2022-07-21,GU,"54,163",704
2022-07-28,GU,"55,057",894
2022-08-04,GU,"55,822",765
2022-08-11,GU,"56,367",545
2022-08-18,GU,"57,104",737
2022-08-25,GU,"57,599",495
2022-09-01,GU,"57,981",382
2022-09-08,GU,"58,179",198
2022-09-15,GU,"58,352",173
2022-09-22,GU,"58,466",114
2022-09-29,GU,"58,564",98
2022-10-06,GU,"58,600",36
2022-10-13,GU,"58,647",47
2022-10-20,GU,"58,703",56
2022-10-27,GU,"58,751",48
2022-11-03,GU,"58,850",99
2022-11-10,GU,"58,990",140
2022-11-17,GU,"59,039",49
2020-01-23,HI,0,0
2020-01-30,HI,0,0
2020-02-06,HI,0,0
2020-02-13,HI,0,0
2020-02-20,HI,0,0
2020-02-27,HI,0,0
2020-03-05,HI,0,0
2020-03-12,HI,4,4
2020-03-19,HI,19,15
2020-03-26,HI,105,86
2020-04-02,HI,257,152
2020-04-09,HI,406,149
2020-04-16,HI,488,82
2020-04-23,HI,551,63
2020-04-30,HI,583,32
2020-05-07,HI,607,24
2020-05-14,HI,623,16
2020-05-21,HI,638,15
2020-05-28,HI,647,9
2020-06-04,HI,659,12
2020-06-11,HI,684,25
2020-06-18,HI,747,63
2020-06-25,HI,835,88
2020-07-02,HI,936,101
2020-07-09,HI,"1,087",151
2020-07-16,HI,"1,284",197
2020-07-23,HI,"1,444",160
2020-07-30,HI,"1,798",354
2020-08-06,HI,"2,645",847
2020-08-13,HI,"3,874","1,229"
2020-08-20,HI,"5,512","1,638"
2020-08-27,HI,"7,203","1,691"
2020-09-03,HI,"8,999","1,796"
2020-09-10,HI,"10,265","1,266"
2020-09-17,HI,"11,120",855
2020-09-24,HI,"11,762",642
2020-10-01,HI,"12,539",777
2020-10-08,HI,"13,204",665
2020-10-15,HI,"13,819",615
2020-10-22,HI,"14,421",602
2020-10-29,HI,"15,039",618
2020-11-05,HI,"15,629",590
2020-11-12,HI,"16,376",747
2020-11-19,HI,"17,007",631
2020-11-26,HI,"17,783",776
2020-12-03,HI,"18,338",555
2020-12-10,HI,"19,071",733
2020-12-17,HI,"19,927",856
2020-12-24,HI,"20,824",897
2020-12-31,HI,"21,511",687
2021-01-07,HI,"22,642","1,131"
2021-01-14,HI,"24,004","1,362"
2021-01-21,HI,"24,893",889
2021-01-28,HI,"25,710",817
2021-02-04,HI,"26,323",613
2021-02-11,HI,"26,806",483
2021-02-18,HI,"27,133",327
2021-02-25,HI,"27,479",346
2021-03-04,HI,"27,796",317
2021-03-11,HI,"28,202",406
2021-03-18,HI,"28,657",455
2021-03-25,HI,"29,303",646
2021-04-01,HI,"30,130",827
2021-04-08,HI,"30,833",703
2021-04-15,HI,"31,495",662
2021-04-22,HI,"32,132",637
2021-04-29,HI,"32,736",604
2021-05-06,HI,"33,475",739
2021-05-13,HI,"34,097",622
2021-05-20,HI,"34,698",601
2021-05-27,HI,"35,073",375
2021-06-03,HI,"35,448",375
2021-06-10,HI,"35,820",372
2021-06-17,HI,"36,213",393
2021-06-24,HI,"36,522",309
2021-07-01,HI,"36,848",326
2021-07-08,HI,"37,226",378
2021-07-15,HI,"37,816",590
2021-07-22,HI,"38,811",995
2021-07-29,HI,"40,398","1,587"
2021-08-05,HI,"43,218","2,820"
2021-08-12,HI,"47,250","4,032"
2021-08-19,HI,"52,065","4,815"
2021-08-26,HI,"57,609","5,544"
2021-09-02,HI,"63,506","5,897"
2021-09-09,HI,"68,409","4,903"
2021-09-16,HI,"72,574","4,165"
2021-09-23,HI,"75,923","3,349"
2021-09-30,HI,"78,355","2,432"
2021-10-07,HI,"80,096","1,741"
2021-10-14,HI,"81,244","1,148"
2021-10-21,HI,"82,155",911
2021-10-28,HI,"83,135",980
2021-11-04,HI,"83,893",758
2021-11-11,HI,"84,678",785
2021-11-18,HI,"85,367",689
2021-11-25,HI,"86,040",673
2021-12-02,HI,"86,640",600
2021-12-09,HI,"87,368",728
2021-12-16,HI,"88,933","1,565"
2021-12-23,HI,"94,730","5,797"
2021-12-30,HI,"107,038","12,308"
2022-01-06,HI,"127,173","20,135"
2022-01-13,HI,"159,399","32,226"
2022-01-20,HI,"188,894","29,495"
2022-01-27,HI,"211,091","22,197"
2022-02-03,HI,"223,781","12,690"
2022-02-10,HI,"230,506","6,725"
2022-02-17,HI,"233,894","3,388"
2022-02-24,HI,"235,821","1,927"
2022-03-03,HI,"237,105","1,284"
2022-03-10,HI,"238,053",948
2022-03-17,HI,"238,766",713
2022-03-24,HI,"239,581",815
2022-03-31,HI,"240,537",956
2022-04-07,HI,"241,681","1,144"
2022-04-14,HI,"243,128","1,447"
2022-04-21,HI,"245,306","2,178"
2022-04-28,HI,"248,362","3,056"
2022-05-05,HI,"252,706","4,344"
2022-05-12,HI,"258,839","6,133"
2022-05-19,HI,"266,244","7,405"
2022-05-26,HI,"275,057","8,813"
2022-06-02,HI,"283,702","8,645"
2022-06-09,HI,"291,909","8,207"
2022-06-16,HI,"298,751","6,842"
2022-06-23,HI,"304,559","5,808"
2022-06-30,HI,"309,695","5,136"
2022-07-07,HI,"313,978","4,283"
2022-07-14,HI,"318,281","4,303"
2022-07-21,HI,"322,528","4,247"
2022-07-28,HI,"326,637","4,109"
2022-08-04,HI,"330,291","3,654"
2022-08-11,HI,"333,549","3,258"
2022-08-18,HI,"336,333","2,784"
2022-08-25,HI,"338,595","2,262"
2022-09-01,HI,"340,326","1,731"
2022-09-08,HI,"341,581","1,255"
2022-09-15,HI,"342,906","1,325"
2022-09-22,HI,"344,085","1,179"
2022-09-29,HI,"345,128","1,043"
2022-10-06,HI,"346,285","1,157"
2022-10-13,HI,"347,263",978
2022-10-20,HI,"348,406","1,143"
2022-10-27,HI,"349,609","1,203"
2022-11-03,HI,"350,619","1,010"
2022-11-10,HI,"351,617",998
2022-11-17,HI,"352,609",992
2020-01-23,IA,0,0
2020-01-30,IA,0,0
2020-02-06,IA,0,0
2020-02-13,IA,0,0
2020-02-20,IA,0,0
2020-02-27,IA,0,0
2020-03-05,IA,0,0
2020-03-12,IA,13,13
2020-03-19,IA,38,25
2020-03-26,IA,146,108
2020-04-02,IA,546,400
2020-04-09,IA,"1,145",599
2020-04-16,IA,"1,995",850
2020-04-23,IA,"3,745","1,750"
2020-04-30,IA,"6,842","3,097"
2020-05-07,IA,"10,404","3,562"
2020-05-14,IA,"13,282","2,878"
2020-05-21,IA,"15,623","2,341"
2020-05-28,IA,"18,368","2,745"
2020-06-04,IA,"20,305","1,937"
2020-06-11,IA,"22,624","2,319"
2020-06-18,IA,"24,463","1,839"
2020-06-25,IA,"26,602","2,139"
2020-07-02,IA,"29,514","2,912"
2020-07-09,IA,"32,626","3,112"
2020-07-16,IA,"36,540","3,914"
2020-07-23,IA,"40,210","3,670"
2020-07-30,IA,"43,626","3,416"
2020-08-06,IA,"46,753","3,127"
2020-08-13,IA,"49,777","3,024"
2020-08-20,IA,"53,559","3,782"
2020-08-27,IA,"58,808","5,249"
2020-09-03,IA,"66,466","7,658"
2020-09-10,IA,"71,600","5,134"
2020-09-17,IA,"76,652","5,052"
2020-09-24,IA,"82,871","6,219"
2020-10-01,IA,"89,249","6,378"
2020-10-08,IA,"95,093","5,844"
2020-10-15,IA,"102,903","7,810"
2020-10-22,IA,"110,251","7,348"
2020-10-29,IA,"120,635","10,384"
2020-11-05,IA,"137,214","16,579"
2020-11-12,IA,"168,453","31,239"
2020-11-19,IA,"197,518","29,065"
2020-11-26,IA,"221,286","23,768"
2020-12-03,IA,"236,159","14,873"
2020-12-10,IA,"250,280","14,121"
2020-12-17,IA,"260,774","10,494"
2020-12-24,IA,"272,112","11,338"
2020-12-31,IA,"280,064","7,952"
2021-01-07,IA,"290,777","10,713"
2021-01-14,IA,"301,161","10,384"
2021-01-21,IA,"308,788","7,627"
2021-01-28,IA,"316,114","7,326"
2021-02-04,IA,"322,308","6,194"
2021-02-11,IA,"327,061","4,753"
2021-02-18,IA,"330,907","3,846"
2021-02-25,IA,"334,665","3,758"
2021-03-04,IA,"338,162","3,497"
2021-03-11,IA,"341,381","3,219"
2021-03-18,IA,"344,270","2,889"
2021-03-25,IA,"347,593","3,323"
2021-04-01,IA,"351,404","3,811"
2021-04-08,IA,"355,202","3,798"
2021-04-15,IA,"358,389","3,187"
2021-04-22,IA,"361,718","3,329"
2021-04-29,IA,"364,297","2,579"
2021-05-06,IA,"366,717","2,420"
2021-05-13,IA,"368,710","1,993"
2021-05-20,IA,"370,054","1,344"
2021-05-27,IA,"371,027",973
2021-06-03,IA,"371,614",587
2021-06-10,IA,"372,187",573
2021-06-17,IA,"372,761",574
2021-06-24,IA,"373,218",457
2021-07-01,IA,"373,732",514
2021-07-08,IA,"374,383",651
2021-07-15,IA,"375,278",895
2021-07-22,IA,"376,673","1,395"
2021-07-29,IA,"378,831","2,158"
2021-08-05,IA,"382,401","3,570"
2021-08-12,IA,"387,273","4,872"
2021-08-19,IA,"392,970","5,697"
2021-08-26,IA,"400,082","7,112"
2021-09-02,IA,"408,390","8,308"
2021-09-09,IA,"417,152","8,762"
2021-09-16,IA,"428,517","11,365"
2021-09-23,IA,"440,680","12,163"
2021-09-30,IA,"451,492","10,812"
2021-10-07,IA,"461,352","9,860"
2021-10-14,IA,"469,519","8,167"
2021-10-21,IA,"476,426","6,907"
2021-10-28,IA,"483,409","6,983"
2021-11-04,IA,"491,052","7,643"
2021-11-11,IA,"499,279","8,227"
2021-11-18,IA,"508,513","9,234"
2021-11-25,IA,"518,859","10,346"
2021-12-02,IA,"528,221","9,362"
2021-12-09,IA,"541,033","12,812"
2021-12-16,IA,"552,898","11,865"
2021-12-23,IA,"562,463","9,565"
2021-12-30,IA,"573,032","10,569"
2022-01-06,IA,"592,028","18,996"
2022-01-13,IA,"626,336","34,308"
2022-01-20,IA,"664,910","38,574"
2022-01-27,IA,"699,859","34,949"
2022-02-03,IA,"722,589","22,730"
2022-02-10,IA,"735,422","12,833"
2022-02-17,IA,"743,285","7,863"
2022-02-24,IA,"747,648","4,363"
2022-03-03,IA,"754,486","6,838"
2022-03-10,IA,"756,224","1,738"
2022-03-17,IA,"757,229","1,005"
2022-03-24,IA,"757,945",716
2022-03-31,IA,"758,415",470
2022-04-07,IA,"759,336",921
2022-04-14,IA,"760,227",891
2022-04-21,IA,"761,325","1,098"
2022-04-28,IA,"763,053","1,728"
2022-05-05,IA,"765,177","2,124"
2022-05-12,IA,"768,338","3,161"
2022-05-19,IA,"772,181","3,843"
2022-05-26,IA,"776,136","3,955"
2022-06-02,IA,"779,993","3,857"
2022-06-09,IA,"784,269","4,276"
2022-06-16,IA,"788,265","3,996"
2022-06-23,IA,"792,208","3,943"
2022-06-30,IA,"796,196","3,988"
2022-07-07,IA,"800,176","3,980"
2022-07-14,IA,"805,363","5,187"
2022-07-21,IA,"810,664","5,301"
2022-07-28,IA,"816,588","5,924"
2022-08-04,IA,"822,356","5,768"
2022-08-11,IA,"828,016","5,660"
2022-08-18,IA,"832,937","4,921"
2022-08-25,IA,"837,739","4,802"
2022-09-01,IA,"842,647","4,908"
2022-09-08,IA,"846,823","4,176"
2022-09-15,IA,"850,932","4,109"
2022-09-22,IA,"853,840","2,908"
2022-09-29,IA,"855,931","2,091"
2022-10-06,IA,"857,784","1,853"
2022-10-13,IA,"859,502","1,718"
2022-10-20,IA,"861,010","1,508"
2022-10-27,IA,"862,925","1,915"
2022-11-03,IA,"864,752","1,827"
2022-11-10,IA,"866,615","1,863"
2022-11-17,IA,"868,595","1,980"
2020-01-23,ID,0,0
2020-01-30,ID,0,0
2020-02-06,ID,0,0
2020-02-13,ID,0,0
2020-02-20,ID,0,0
2020-02-27,ID,0,0
2020-03-05,ID,0,0
2020-03-12,ID,0,0
2020-03-19,ID,9,9
2020-03-26,ID,90,81
2020-04-02,ID,566,476
2020-04-09,ID,"1,210",644
2020-04-16,ID,"1,473",263
2020-04-23,ID,"1,766",293
2020-04-30,ID,"1,953",187
2020-05-07,ID,"2,158",205
2020-05-14,ID,"2,293",135
2020-05-21,ID,"2,506",213
2020-05-28,ID,"2,699",193
2020-06-04,ID,"2,933",234
2020-06-11,ID,"3,260",327
2020-06-18,ID,"3,632",372
2020-06-25,ID,"4,402",770
2020-07-02,ID,"6,370","1,968"
2020-07-09,ID,"8,968","2,598"
2020-07-16,ID,"12,448","3,480"
2020-07-23,ID,"16,321","3,873"
2020-07-30,ID,"19,673","3,352"
2020-08-06,ID,"22,707","3,034"
2020-08-13,ID,"26,134","3,427"
2020-08-20,ID,"28,680","2,546"
2020-08-27,ID,"30,771","2,091"
2020-09-03,ID,"32,666","1,895"
2020-09-10,ID,"34,301","1,635"
2020-09-17,ID,"36,094","1,793"
2020-09-24,ID,"38,743","2,649"
2020-10-01,ID,"42,048","3,305"
2020-10-08,ID,"45,753","3,705"
2020-10-15,ID,"49,892","4,139"
2020-10-22,ID,"55,650","5,758"
2020-10-29,ID,"61,787","6,137"
2020-11-05,ID,"68,314","6,527"
2020-11-12,ID,"77,121","8,807"
2020-11-19,ID,"86,435","9,314"
2020-11-26,ID,"96,504","10,069"
2020-12-03,ID,"104,735","8,231"
2020-12-10,ID,"116,203","11,468"
2020-12-17,ID,"125,452","9,249"
2020-12-24,ID,"133,985","8,533"
2020-12-31,ID,"139,865","5,880"
2021-01-07,ID,"146,110","6,245"
2021-01-14,ID,"152,365","6,255"
2021-01-21,ID,"157,588","5,223"
2021-01-28,ID,"161,212","3,624"
2021-02-04,ID,"164,163","2,951"
2021-02-11,ID,"166,553","2,390"
2021-02-18,ID,"168,354","1,801"
2021-02-25,ID,"170,292","1,938"
2021-03-04,ID,"172,288","1,996"
2021-03-11,ID,"174,245","1,957"
2021-03-18,ID,"176,461","2,216"
2021-03-25,ID,"178,545","2,084"
2021-04-01,ID,"180,538","1,993"
2021-04-08,ID,"182,531","1,993"
2021-04-15,ID,"184,348","1,817"
2021-04-22,ID,"185,758","1,410"
2021-04-29,ID,"187,267","1,509"
2021-05-06,ID,"188,434","1,167"
2021-05-13,ID,"189,586","1,152"
2021-05-20,ID,"190,711","1,125"
2021-05-27,ID,"191,736","1,025"
2021-06-03,ID,"192,479",743
2021-06-10,ID,"193,292",813
2021-06-17,ID,"193,918",626
2021-06-24,ID,"194,518",600
2021-07-01,ID,"194,996",478
2021-07-08,ID,"195,551",555
2021-07-15,ID,"196,490",939
2021-07-22,ID,"197,780","1,290"
2021-07-29,ID,"199,516","1,736"
2021-08-05,ID,"202,669","3,153"
2021-08-12,ID,"206,523","3,854"
2021-08-19,ID,"211,533","5,010"
2021-08-26,ID,"216,061","4,528"
2021-09-02,ID,"222,552","6,491"
2021-09-09,ID,"229,597","7,045"
2021-09-16,ID,"238,315","8,718"
2021-09-23,ID,"246,749","8,434"
2021-09-30,ID,"255,417","8,668"
2021-10-07,ID,"264,662","9,245"
2021-10-14,ID,"272,625","7,963"
2021-10-21,ID,"281,470","8,845"
2021-10-28,ID,"288,923","7,453"
2021-11-04,ID,"294,485","5,562"
2021-11-11,ID,"298,634","4,149"
2021-11-18,ID,"301,843","3,209"
2021-11-25,ID,"305,130","3,287"
2021-12-02,ID,"307,562","2,432"
2021-12-09,ID,"310,661","3,099"
2021-12-16,ID,"313,041","2,380"
2021-12-23,ID,"315,270","2,229"
2021-12-30,ID,"318,458","3,188"
2022-01-06,ID,"323,965","5,507"
2022-01-13,ID,"334,086","10,121"
2022-01-20,ID,"348,949","14,863"
2022-01-27,ID,"368,665","19,716"
