Date,State,Tests_Total,Tests_White,Tests_Black,Tests_Latinx,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
2020-12-16,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,UT,1655776,1025691,19645,202469,27532,17442,23211,0,101485,238301,202469,1138208,238301
2020-12-16,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,DE,463363,225779,84748,37144,10843,0,0,0,43038,61811,37144,358514,61811
2020-12-13,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,IL,11776832,3767154,872939,838301,432028,9240,11750,0,355931,5489489,838301,5449042,5489489
2020-12-13,IN,2423719,1630872,180753,0,43754,0,0,0,278717,289623,92489,1125358,1205872
2020-12-13,KS,890717,530155,39544,0,15376,5265,0,0,53269,247108,67052,473935,349730
2020-12-13,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,NV,1063513,276183,54702,88746,37931,5224,0,0,107610,493117,88746,481650,493117
2020-12-13,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,RI,573689,133831,13541,38647,5054,4399,452,141,15429,362195,38647,172847,362195
2020-12-13,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,UT,1620671,1001829,19118,197834,26836,17132,22714,0,100011,235197,197834,1112580,235197
2020-12-13,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,DE,450786,218956,82180,35728,10453,0,0,0,41739,61730,35728,347317,61730
2020-12-09,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,IL,11367345,3638403,844999,811930,419801,8916,11449,0,346597,5285250,811930,5270165,5285250
2020-12-09,IN,2352854,1589658,176905,0,42724,0,0,0,274349,269218,89127,1085360,1178367
2020-12-09,KS,876052,520846,39011,0,15089,5181,0,0,52448,243477,66182,465885,343985
2020-12-09,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,NV,1039942,268613,53301,85209,36800,5144,0,0,105118,485757,85209,468976,485757
2020-12-09,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,RI,566029,133831,13541,38647,5054,4399,452,141,15429,354535,38647,172847,354535
2020-12-09,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,UT,1573311,967559,18444,191439,25886,16486,21963,0,98104,233430,191439,1075556,233430
2020-12-09,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,DE,440766,213710,80219,34648,10150,0,0,0,40634,61405,34648,338727,61405
2020-12-06,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,IL,11101214,3553071,826395,793225,411283,8705,11246,0,340271,5157018,793225,5150971,5157018
2020-12-06,IN,2309879,1546100,171535,0,41792,0,0,0,263976,286476,87096,1060610,1162173
2020-12-06,KS,845186,500067,37722,0,14411,4967,0,0,50756,237263,64012,448007,333167
2020-12-06,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,NV,1021786,262940,52161,81369,35605,5060,0,0,103258,481393,81369,459024,481393
2020-12-06,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,RI,545059,125391,13159,36760,4799,4302,443,141,14927,345137,36760,163162,345137
2020-12-06,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,UT,1536932,943194,17959,186510,25255,16102,21394,0,96584,229934,186510,1049480,229934
2020-12-06,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,DE,428533,207277,77588,33442,9778,0,0,0,39320,61128,33442,328085,61128
2020-12-02,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,IL,10699586,3434976,799294,768787,398570,8329,10950,0,330013,4948667,768787,4982132,4948667
2020-12-02,IN,2232102,1499633,167387,0,40458,0,0,0,259122,265502,83583,1015458,1133061
2020-12-02,KS,831182,490361,37117,0,14033,4814,0,0,49813,235044,62884,438844,329454
2020-12-02,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,NV,991427,253553,50331,77147,34124,4943,0,0,99668,471661,77147,442619,471661
2020-12-02,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,RI,536906,125391,13159,36760,4799,4302,443,141,14927,336984,36760,163162,336984
2020-12-02,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,UT,1494591,913260,17423,180967,24562,15591,20794,0,94481,227513,180967,1017362,227513
2020-12-02,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,DE,422384,203791,76267,32880,9549,0,0,0,38826,61071,32880,322487,61071
2020-11-29,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,IL,10431018,3350898,783230,752609,389140,8143,10778,0,321625,4814595,752609,4863814,4814595
2020-11-29,IN,2188928,1457426,162926,0,39503,0,0,0,251638,277435,81600,990784,1116544
2020-11-29,KS,812424,478023,36318,0,13715,4705,0,0,48466,231197,61517,427514,323393
2020-11-29,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,NV,975296,248664,49315,73492,33062,4903,0,0,98910,466950,73492,434854,466950
2020-11-29,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,RI,520851,119106,12962,28936,4545,4207,560,139,17182,333214,28936,158701,333214
2020-11-29,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,UT,1473569,898758,17202,178043,24157,15336,20522,0,93303,226248,178043,1001666,226248
2020-11-29,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,DE,408654,195529,73883,31779,9174,0,0,0,37020,61269,31779,310365,61269
2020-11-25,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,IL,10104537,3259051,762290,734142,380947,7930,10624,0,313131,4636422,734142,4733973,4636422
2020-11-25,IN,2126395,1421475,159858,0,38578,0,0,0,247764,258720,79161,957755,1089479
2020-11-25,KS,799185,469897,35750,0,13470,4624,0,0,47962,227482,60665,420539,317981
2020-11-25,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,LA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,ME,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,ND,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,NE,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,NH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,NM,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,NV,950716,239851,47784,69273,31411,4820,0,0,96274,461303,69273,420140,461303
2020-11-25,NY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,OH,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,OK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,OR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,PA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,PR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,RI,515106,119106,12962,28936,4545,4207,560,139,17182,327469,28936,158701,327469
2020-11-25,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,SD,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,TX,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,UT,1427402,868260,16670,171974,23205,14845,19927,0,90606,221915,171974,968536,221915
2020-11-25,VA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,VI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,VT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,WA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,WI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,WV,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,WY,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,AK,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,AR,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,DC,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,DE,400436,191051,72482,31061,8965,0,0,0,35915,60962,31061,303559,60962
2020-11-22,FL,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,GU,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,HI,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,IA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,ID,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,IL,9801419,3167273,742947,714535,371444,7698,10430,0,305018,4482074,714535,4604810,4482074
2020-11-22,IN,2072690,1368533,154462,0,37538,0,0,0,238592,273565,76752,926674,1069264
2020-11-22,KS,763893,446822,34354,0,12894,4443,0,0,46533,218847,58217,401238,304438
2020-11-22,KY,0,0,0,0,0,0,0,0,0,0,0,0,0
