Date,State,tot_deaths,new_deaths
2021-02-25,MP,2,0
2021-03-04,MP,2,0
2021-03-11,MP,2,0
2021-03-18,MP,2,0
2021-03-25,MP,2,0
2021-04-01,MP,2,0
2021-04-08,MP,2,0
2021-04-15,MP,2,0
2021-04-22,MP,2,0
2021-04-29,MP,2,0
2021-05-06,MP,2,0
2021-05-13,MP,2,0
2021-05-20,MP,2,0
2021-05-27,MP,2,0
2021-06-03,MP,2,0
2021-06-10,MP,2,0
2021-06-17,MP,2,0
2021-06-24,MP,2,0
2021-07-01,MP,2,0
2021-07-08,MP,2,0
2021-07-15,MP,2,0
2021-07-22,MP,2,0
2021-07-29,MP,2,0
2021-08-05,MP,2,0
2021-08-12,MP,2,0
2021-08-19,MP,2,0
2021-08-26,MP,2,0
2021-09-02,MP,2,0
2021-09-09,MP,2,0
2021-09-16,MP,2,0
2021-09-23,MP,2,0
2021-09-30,MP,2,0
2021-10-07,MP,2,0
2021-10-14,MP,3,1
2021-10-21,MP,3,0
2021-10-28,MP,3,0
2021-11-04,MP,3,0
2021-11-11,MP,3,0
2021-11-18,MP,3,0
2021-11-25,MP,3,0
2021-12-02,MP,3,0
2021-12-09,MP,5,2
2021-12-16,MP,6,1
2021-12-23,MP,8,2
2021-12-30,MP,13,5
2022-01-06,MP,18,5
2022-01-13,MP,20,2
2022-01-20,MP,21,1
2022-01-27,MP,23,2
2022-02-03,MP,23,0
2022-02-10,MP,23,0
2022-02-17,MP,25,2
2022-02-24,MP,27,2
2022-03-03,MP,30,3
2022-03-10,MP,30,0
2022-03-17,MP,31,1
2022-03-24,MP,31,0
2022-03-31,MP,33,2
2022-04-07,MP,33,0
2022-04-14,MP,34,1
2022-04-21,MP,34,0
2022-04-28,MP,34,0
2022-05-05,MP,34,0
2022-05-12,MP,34,0
2022-05-19,MP,34,0
2022-05-26,MP,34,0
2022-06-02,MP,34,0
2022-06-09,MP,34,0
2022-06-16,MP,34,0
2022-06-23,MP,34,0
2022-06-30,MP,35,1
2022-07-07,MP,35,0
2022-07-14,MP,35,0
2022-07-21,MP,35,0
2022-07-28,MP,37,2
2022-08-04,MP,38,1
2022-08-11,MP,39,1
2022-08-18,MP,39,0
2022-08-25,MP,40,1
2022-09-01,MP,40,0
2022-09-08,MP,40,0
2022-09-15,MP,40,0
2022-09-22,MP,40,0
2022-09-29,MP,40,0
2022-10-06,MP,40,0
2022-10-13,MP,40,0
2022-10-20,MP,40,0
2022-10-27,MP,40,0
2022-11-03,MP,41,1
2022-11-10,MP,41,0
2022-11-17,MP,41,0
2020-01-23,MS,0,0
2020-01-30,MS,0,0
2020-02-06,MS,0,0
2020-02-13,MS,0,0
2020-02-20,MS,0,0
2020-02-27,MS,0,0
2020-03-05,MS,0,0
2020-03-12,MS,0,0
2020-03-19,MS,0,0
2020-03-26,MS,3,3
2020-04-02,MS,20,17
2020-04-09,MS,66,46
2020-04-16,MS,121,55
2020-04-23,MS,192,71
2020-04-30,MS,250,58
2020-05-07,MS,374,124
2020-05-14,MS,464,90
2020-05-21,MS,570,106
2020-05-28,MS,670,100
2020-06-04,MS,782,112
2020-06-11,MS,868,86
2020-06-18,MS,938,70
2020-06-25,MS,"1,011",73
2020-07-02,MS,"1,082",71
2020-07-09,MS,"1,187",105
2020-07-16,MS,"1,287",100
2020-07-23,MS,"1,422",135
2020-07-30,MS,"1,561",139
2020-08-06,MS,"1,803",242
2020-08-13,MS,"1,989",186
2020-08-20,MS,"2,164",175
2020-08-27,MS,"2,371",207
2020-09-03,MS,"2,525",154
2020-09-10,MS,"2,623",98
2020-09-17,MS,"2,756",133
2020-09-24,MS,"2,870",114
2020-10-01,MS,"2,968",98
2020-10-08,MS,"3,050",82
2020-10-15,MS,"3,140",90
2020-10-22,MS,"3,223",83
2020-10-29,MS,"3,302",79
2020-11-05,MS,"3,396",94
2020-11-12,MS,"3,496",100
2020-11-19,MS,"3,600",104
2020-11-26,MS,"3,745",145
2020-12-03,MS,"3,851",106
2020-12-10,MS,"4,041",190
2020-12-17,MS,"4,294",253
2020-12-24,MS,"4,532",238
2020-12-31,MS,"4,747",215
2021-01-07,MS,"5,013",266
2021-01-14,MS,"5,315",302
2021-01-21,MS,"5,638",323
2021-01-28,MS,"5,917",279
2021-02-04,MS,"6,158",241
2021-02-11,MS,"6,367",209
2021-02-18,MS,"6,524",157
2021-02-25,MS,"6,605",81
2021-03-04,MS,"6,742",137
2021-03-11,MS,"6,844",102
2021-03-18,MS,"6,936",92
2021-03-25,MS,"6,981",45
2021-04-01,MS,"7,032",51
2021-04-08,MS,"7,077",45
2021-04-15,MS,"7,122",45
2021-04-22,MS,"7,163",41
2021-04-29,MS,"7,193",30
2021-05-06,MS,"7,223",30
2021-05-13,MS,"7,243",20
2021-05-20,MS,"7,267",24
2021-05-27,MS,"7,301",34
2021-06-03,MS,"7,322",21
2021-06-10,MS,"7,347",25
2021-06-17,MS,"7,368",21
2021-06-24,MS,"7,390",22
2021-07-01,MS,"7,412",22
2021-07-08,MS,"7,436",24
2021-07-15,MS,"7,456",20
2021-07-22,MS,"7,485",29
2021-07-29,MS,"7,529",44
2021-08-05,MS,"7,597",68
2021-08-12,MS,"7,710",113
2021-08-19,MS,"7,916",206
2021-08-26,MS,"8,180",264
2021-09-02,MS,"8,489",309
2021-09-09,MS,"8,787",298
2021-09-16,MS,"9,100",313
2021-09-23,MS,"9,353",253
2021-09-30,MS,"9,588",235
2021-10-07,MS,"9,768",180
2021-10-14,MS,"9,899",131
2021-10-21,MS,"9,968",69
2021-10-28,MS,"10,059",91
2021-11-04,MS,"10,134",75
2021-11-11,MS,"10,182",48
2021-11-18,MS,"10,216",34
2021-11-25,MS,"10,261",45
2021-12-02,MS,"10,286",25
2021-12-09,MS,"10,311",25
2021-12-16,MS,"10,347",36
2021-12-23,MS,"10,393",46
2021-12-30,MS,"10,439",46
2022-01-06,MS,"10,503",64
2022-01-13,MS,"10,562",59
2022-01-20,MS,"10,690",128
2022-01-27,MS,"10,774",84
2022-02-03,MS,"11,169",395
2022-02-10,MS,"11,455",286
2022-02-17,MS,"11,772",317
2022-02-24,MS,"11,953",181
2022-03-03,MS,"12,115",162
2022-03-10,MS,"12,228",113
2022-03-17,MS,"12,308",80
2022-03-24,MS,"12,369",61
2022-03-31,MS,"12,396",27
2022-04-07,MS,"12,410",14
2022-04-14,MS,"12,420",10
2022-04-21,MS,"12,432",12
2022-04-28,MS,"12,439",7
2022-05-05,MS,"12,450",11
2022-05-12,MS,"12,456",6
2022-05-19,MS,"12,461",5
2022-05-26,MS,"12,466",5
2022-06-02,MS,"12,467",1
2022-06-09,MS,"12,479",12
2022-06-16,MS,"12,489",10
2022-06-23,MS,"12,502",13
2022-06-30,MS,"12,516",14
2022-07-07,MS,"12,527",11
2022-07-14,MS,"12,560",33
2022-07-21,MS,"12,589",29
2022-07-28,MS,"12,629",40
2022-08-04,MS,"12,675",46
2022-08-11,MS,"12,714",39
2022-08-18,MS,"12,750",36
2022-08-25,MS,"12,766",16
2022-09-01,MS,"12,794",28
2022-09-08,MS,"12,821",27
2022-09-15,MS,"12,853",32
2022-09-22,MS,"12,879",26
2022-09-29,MS,"12,912",33
2022-10-06,MS,"12,928",16
2022-10-13,MS,"12,945",17
2022-10-20,MS,"12,965",20
2022-10-27,MS,"12,968",3
2022-11-03,MS,"12,992",24
2022-11-10,MS,"13,005",13
2022-11-17,MS,"13,017",12
2020-01-23,MT,0,0
2020-01-30,MT,0,0
2020-02-06,MT,0,0
2020-02-13,MT,0,0
2020-02-20,MT,0,0
2020-02-27,MT,0,0
2020-03-05,MT,0,0
2020-03-12,MT,0,0
2020-03-19,MT,0,0
2020-03-26,MT,0,0
2020-04-02,MT,5,5
2020-04-09,MT,6,1
2020-04-16,MT,7,1
2020-04-23,MT,14,7
2020-04-30,MT,16,2
2020-05-07,MT,16,0
2020-05-14,MT,16,0
2020-05-21,MT,16,0
2020-05-28,MT,17,1
2020-06-04,MT,17,0
2020-06-11,MT,18,1
2020-06-18,MT,20,2
2020-06-25,MT,21,1
2020-07-02,MT,22,1
2020-07-09,MT,23,1
2020-07-16,MT,34,11
2020-07-23,MT,42,8
2020-07-30,MT,54,12
2020-08-06,MT,65,11
2020-08-13,MT,80,15
2020-08-20,MT,84,4
2020-08-27,MT,98,14
2020-09-03,MT,109,11
2020-09-10,MT,122,13
2020-09-17,MT,141,19
2020-09-24,MT,165,24
2020-10-01,MT,180,15
2020-10-08,MT,193,13
2020-10-15,MT,225,32
2020-10-22,MT,275,50
2020-10-29,MT,325,50
2020-11-05,MT,404,79
2020-11-12,MT,469,65
2020-11-19,MT,559,90
2020-11-26,MT,650,91
2020-12-03,MT,712,62
2020-12-10,MT,770,58
2020-12-17,MT,834,64
2020-12-24,MT,911,77
2020-12-31,MT,947,36
2021-01-07,MT,"1,015",68
2021-01-14,MT,"1,068",53
2021-01-21,MT,"1,093",25
2021-01-28,MT,"1,197",104
2021-02-04,MT,"1,298",101
2021-02-11,MT,"1,318",20
2021-02-18,MT,"1,332",14
2021-02-25,MT,"1,347",15
2021-03-04,MT,"1,371",24
2021-03-11,MT,"1,385",14
2021-03-18,MT,"1,394",9
2021-03-25,MT,"1,428",34
2021-04-01,MT,"1,434",6
2021-04-08,MT,"1,487",53
2021-04-15,MT,"1,524",37
2021-04-22,MT,"1,555",31
2021-04-29,MT,"1,564",9
2021-05-06,MT,"1,576",12
2021-05-13,MT,"1,593",17
2021-05-20,MT,"1,600",7
2021-05-27,MT,"1,605",5
2021-06-03,MT,"1,619",14
2021-06-10,MT,"1,635",16
2021-06-17,MT,"1,648",13
2021-06-24,MT,"1,656",8
2021-07-01,MT,"1,664",8
2021-07-08,MT,"1,671",7
2021-07-15,MT,"1,683",12
2021-07-22,MT,"1,694",11
2021-07-29,MT,"1,704",10
2021-08-05,MT,"1,717",13
2021-08-12,MT,"1,725",8
2021-08-19,MT,"1,749",24
2021-08-26,MT,"1,773",24
2021-09-02,MT,"1,803",30
2021-09-09,MT,"1,828",25
2021-09-16,MT,"1,858",30
2021-09-23,MT,"1,914",56
2021-09-30,MT,"2,001",87
2021-10-07,MT,"2,061",60
2021-10-14,MT,"2,109",48
2021-10-21,MT,"2,224",115
2021-10-28,MT,"2,321",97
2021-11-04,MT,"2,396",75
2021-11-11,MT,"2,451",55
2021-11-18,MT,"2,522",71
2021-11-25,MT,"2,611",89
2021-12-02,MT,"2,721",110
2021-12-09,MT,"2,780",59
2021-12-16,MT,"2,866",86
2021-12-23,MT,"2,888",22
2021-12-30,MT,"2,904",16
2022-01-06,MT,"2,911",7
2022-01-13,MT,"2,932",21
2022-01-20,MT,"2,964",32
2022-01-27,MT,"2,988",24
2022-02-03,MT,"3,024",36
2022-02-10,MT,"3,048",24
2022-02-17,MT,"3,090",42
2022-02-24,MT,"3,153",63
2022-03-03,MT,"3,189",36
2022-03-10,MT,"3,212",23
2022-03-17,MT,"3,229",17
2022-03-24,MT,"3,238",9
2022-03-31,MT,"3,246",8
2022-04-07,MT,"3,248",2
2022-04-14,MT,"3,259",11
2022-04-21,MT,"3,262",3
2022-04-28,MT,"3,353",91
2022-05-05,MT,"3,374",21
2022-05-12,MT,"3,381",7
2022-05-19,MT,"3,385",4
2022-05-26,MT,"3,400",15
2022-06-02,MT,"3,421",21
2022-06-09,MT,"3,432",11
2022-06-16,MT,"3,439",7
2022-06-23,MT,"3,444",5
2022-06-30,MT,"3,445",1
2022-07-07,MT,"3,448",3
2022-07-14,MT,"3,454",6
2022-07-21,MT,"3,465",11
2022-07-28,MT,"3,469",4
2022-08-04,MT,"3,478",9
2022-08-11,MT,"3,480",2
2022-08-18,MT,"3,489",9
2022-08-25,MT,"3,501",12
2022-09-01,MT,"3,502",1
2022-09-08,MT,"3,509",7
2022-09-15,MT,"3,512",3
2022-09-22,MT,"3,518",6
2022-09-29,MT,"3,520",2
2022-10-06,MT,"3,555",35
2022-10-13,MT,"3,566",11
2022-10-20,MT,"3,569",3
2022-10-27,MT,"3,574",5
2022-11-03,MT,"3,577",3
2022-11-10,MT,"3,581",4
2022-11-17,MT,"3,587",6
2020-01-23,NC,0,0
2020-01-30,NC,0,0
2020-02-06,NC,0,0
2020-02-13,NC,0,0
2020-02-20,NC,0,0
2020-02-27,NC,0,0
2020-03-05,NC,0,0
2020-03-12,NC,0,0
2020-03-19,NC,1,1
2020-03-26,NC,4,3
2020-04-02,NC,25,21
2020-04-09,NC,81,56
2020-04-16,NC,181,100
2020-04-23,NC,306,125
2020-04-30,NC,433,127
2020-05-07,NC,551,118
2020-05-14,NC,672,121
2020-05-21,NC,766,94
2020-05-28,NC,930,164
2020-06-04,NC,"1,066",136
2020-06-11,NC,"1,173",107
2020-06-18,NC,"1,271",98
2020-06-25,NC,"1,375",104
2020-07-02,NC,"1,481",106
2020-07-09,NC,"1,591",110
2020-07-16,NC,"1,725",134
2020-07-23,NC,"1,890",165
2020-07-30,NC,"2,069",179
2020-08-06,NC,"2,279",210
2020-08-13,NC,"2,494",215
2020-08-20,NC,"2,690",196
2020-08-27,NC,"2,865",175
2020-09-03,NC,"3,076",211
2020-09-10,NC,"3,259",183
2020-09-17,NC,"3,467",208
2020-09-24,NC,"3,657",190
2020-10-01,NC,"3,854",197
2020-10-08,NC,"4,025",171
2020-10-15,NC,"4,213",188
2020-10-22,NC,"4,431",218
2020-10-29,NC,"4,659",228
2020-11-05,NC,"4,914",255
2020-11-12,NC,"5,157",243
2020-11-19,NC,"5,415",258
2020-11-26,NC,"5,693",278
2020-12-03,NC,"5,980",287
2020-12-10,NC,"6,349",369
2020-12-17,NC,"6,853",504
2020-12-24,NC,"7,343",490
2020-12-31,NC,"7,925",582
2021-01-07,NC,"8,613",688
2021-01-14,NC,"9,307",694
2021-01-21,NC,"10,071",764
2021-01-28,NC,"10,718",647
2021-02-04,NC,"11,267",549
2021-02-11,NC,"11,695",428
2021-02-18,NC,"12,011",316
2021-02-25,NC,"12,241",230
2021-03-04,NC,"12,405",164
2021-03-11,NC,"12,528",123
2021-03-18,NC,"12,614",86
2021-03-25,NC,"12,707",93
2021-04-01,NC,"12,786",79
2021-04-08,NC,"12,859",73
2021-04-15,NC,"12,930",71
2021-04-22,NC,"13,017",87
2021-04-29,NC,"13,101",84
2021-05-06,NC,"13,191",90
2021-05-13,NC,"13,271",80
2021-05-20,NC,"13,370",99
2021-05-27,NC,"13,441",71
2021-06-03,NC,"13,502",61
2021-06-10,NC,"13,546",44
2021-06-17,NC,"13,586",40
2021-06-24,NC,"13,612",26
2021-07-01,NC,"13,647",35
2021-07-08,NC,"13,677",30
2021-07-15,NC,"13,707",30
2021-07-22,NC,"13,749",42
2021-07-29,NC,"13,832",83
2021-08-05,NC,"13,938",106
2021-08-12,NC,"14,102",164
2021-08-19,NC,"14,382",280
2021-08-26,NC,"14,747",365
2021-09-02,NC,"15,222",475
2021-09-09,NC,"15,726",504
2021-09-16,NC,"16,261",535
2021-09-23,NC,"16,719",458
2021-09-30,NC,"17,183",464
2021-10-07,NC,"17,573",390
2021-10-14,NC,"17,892",319
2021-10-21,NC,"18,184",292
2021-10-28,NC,"18,402",218
2021-11-04,NC,"18,578",176
2021-11-11,NC,"18,711",133
2021-11-18,NC,"18,828",117
2021-11-25,NC,"18,959",131
2021-12-02,NC,"19,086",127
2021-12-09,NC,"19,227",141
2021-12-16,NC,"19,391",164
2021-12-23,NC,"19,578",187
2021-12-30,NC,"19,776",198
2022-01-06,NC,"20,072",296
2022-01-13,NC,"20,526",454
2022-01-20,NC,"21,080",554
2022-01-27,NC,"21,761",681
2022-02-03,NC,"22,405",644
2022-02-10,NC,"23,071",666
2022-02-17,NC,"23,593",522
2022-02-24,NC,"23,985",392
2022-03-03,NC,"24,240",255
2022-03-10,NC,"24,463",223
2022-03-17,NC,"24,597",134
2022-03-24,NC,"24,706",109
2022-03-31,NC,"24,774",68
2022-04-07,NC,"24,814",40
2022-04-14,NC,"24,858",44
2022-04-21,NC,"24,889",31
2022-04-28,NC,"24,927",38
2022-05-05,NC,"24,965",38
2022-05-12,NC,"24,999",34
2022-05-19,NC,"25,031",32
2022-05-26,NC,"25,061",30
2022-06-02,NC,"25,094",33
2022-06-09,NC,"25,121",27
2022-06-16,NC,"25,150",29
2022-06-23,NC,"25,160",10
2022-06-30,NC,"25,209",49
2022-07-07,NC,"25,262",53
2022-07-14,NC,"25,397",135
2022-07-21,NC,"25,437",40
2022-07-28,NC,"25,486",49
2022-08-04,NC,"25,684",198
2022-08-11,NC,"25,726",42
2022-08-18,NC,"25,763",37
2022-08-25,NC,"25,845",82
2022-09-01,NC,"26,324",479
2022-09-08,NC,"26,355",31
2022-09-15,NC,"26,409",54
2022-09-22,NC,"26,456",47
2022-09-29,NC,"26,525",69
2022-10-06,NC,"26,851",326
2022-10-13,NC,"26,885",34
2022-10-20,NC,"26,926",41
2022-10-27,NC,"26,953",27
2022-11-03,NC,"27,231",278
2022-11-10,NC,"27,264",33
2022-11-17,NC,"27,307",43
2020-01-23,ND,0,0
2020-01-30,ND,0,0
2020-02-06,ND,0,0
2020-02-13,ND,0,0
2020-02-20,ND,0,0
2020-02-27,ND,0,0
2020-03-05,ND,0,0
2020-03-12,ND,0,0
2020-03-19,ND,0,0
2020-03-26,ND,0,0
2020-04-02,ND,3,3
2020-04-09,ND,4,1
2020-04-16,ND,9,5
2020-04-23,ND,14,5
2020-04-30,ND,19,5
2020-05-07,ND,31,12
2020-05-14,ND,40,9
2020-05-21,ND,49,9
2020-05-28,ND,56,7
2020-06-04,ND,66,10
2020-06-11,ND,73,7
2020-06-18,ND,74,1
2020-06-25,ND,78,4
2020-07-02,ND,80,2
2020-07-09,ND,85,5
2020-07-16,ND,88,3
2020-07-23,ND,96,8
2020-07-30,ND,102,6
2020-08-06,ND,108,6
2020-08-13,ND,120,12
2020-08-20,ND,130,10
2020-08-27,ND,138,8
2020-09-03,ND,148,10
2020-09-10,ND,157,9
2020-09-17,ND,177,20
2020-09-24,ND,203,26
2020-10-01,ND,246,43
2020-10-08,ND,304,58
2020-10-15,ND,364,60
2020-10-22,ND,422,58
2020-10-29,ND,488,66
2020-11-05,ND,567,79
2020-11-12,ND,686,119
2020-11-19,ND,792,106
2020-11-26,ND,893,101
2020-12-03,ND,972,79
2020-12-10,ND,"1,086",114
2020-12-17,ND,"1,195",109
2020-12-24,ND,"1,243",48
2020-12-31,ND,"1,292",49
2021-01-07,ND,"1,334",42
2021-01-14,ND,"1,364",30
2021-01-21,ND,"1,409",45
2021-01-28,ND,"1,438",29
2021-02-04,ND,"1,445",7
2021-02-11,ND,"1,459",14
2021-02-18,ND,"1,460",1
2021-02-25,ND,"1,469",9
2021-03-04,ND,"1,477",8
2021-03-11,ND,"1,481",4
2021-03-18,ND,"1,490",9
2021-03-25,ND,"1,495",5
2021-04-01,ND,"1,498",3
2021-04-08,ND,"1,499",1
2021-04-15,ND,"1,505",6
2021-04-22,ND,"1,515",10
2021-04-29,ND,"1,517",2
2021-05-06,ND,"1,528",11
2021-05-13,ND,"1,532",4
2021-05-20,ND,"1,536",4
2021-05-27,ND,"1,539",3
2021-06-03,ND,"1,543",4
2021-06-10,ND,"1,548",5
2021-06-17,ND,"1,553",5
2021-06-24,ND,"1,557",4
2021-07-01,ND,"1,559",2
2021-07-08,ND,"1,559",0
2021-07-15,ND,"1,567",8
2021-07-22,ND,"1,569",2
2021-07-29,ND,"1,569",0
2021-08-05,ND,"1,572",3
2021-08-12,ND,"1,574",2
2021-08-19,ND,"1,579",5
2021-08-26,ND,"1,587",8
2021-09-02,ND,"1,593",6
2021-09-09,ND,"1,599",6
2021-09-16,ND,"1,612",13
2021-09-23,ND,"1,628",16
2021-09-30,ND,"1,644",16
2021-10-07,ND,"1,662",18
2021-10-14,ND,"1,692",30
2021-10-21,ND,"1,732",40
2021-10-28,ND,"1,782",50
2021-11-04,ND,"1,815",33
2021-11-11,ND,"1,838",23
2021-11-18,ND,"1,867",29
2021-11-25,ND,"1,904",37
2021-12-02,ND,"1,936",32
2021-12-09,ND,"1,978",42
2021-12-16,ND,"2,011",33
2021-12-23,ND,"2,036",25
2021-12-30,ND,"2,050",14
2022-01-06,ND,"2,068",18
2022-01-13,ND,"2,086",18
2022-01-20,ND,"2,102",16
2022-01-27,ND,"2,135",33
2022-02-03,ND,"2,162",27
2022-02-10,ND,"2,190",28
2022-02-17,ND,"2,194",4
2022-02-24,ND,"2,194",0
2022-03-03,ND,"2,199",5
2022-03-10,ND,"2,218",19
2022-03-17,ND,"2,229",11
2022-03-24,ND,"2,232",3
2022-03-31,ND,"2,232",0
2022-04-07,ND,"2,232",0
2022-04-14,ND,"2,232",0
2022-04-21,ND,"2,232",0
2022-04-28,ND,"2,232",0
2022-05-05,ND,"2,232",0
2022-05-12,ND,"2,232",0
2022-05-19,ND,"2,232",0
2022-05-26,ND,"2,232",0
2022-06-02,ND,"2,232",0
2022-06-09,ND,"2,232",0
2022-06-16,ND,"2,232",0
2022-06-23,ND,"2,232",0
2022-06-30,ND,"2,232",0
2022-07-07,ND,"2,232",0
2022-07-14,ND,"2,232",0
2022-07-21,ND,"2,232",0
2022-07-28,ND,"2,232",0
2022-08-04,ND,"2,232",0
2022-08-11,ND,"2,232",0
2022-08-18,ND,"2,232",0
2022-08-25,ND,"2,232",0
2022-09-01,ND,"2,232",0
2022-09-08,ND,"2,232",0
2022-09-15,ND,"2,232",0
2022-09-22,ND,"2,232",0
2022-09-29,ND,"2,232",0
2022-10-06,ND,"2,232",0
2022-10-13,ND,"2,232",0
2022-10-20,ND,"2,232",0
2022-10-27,ND,"2,232",0
2022-11-03,ND,"2,232",0
2022-11-10,ND,"2,232",0
2022-11-17,ND,"2,232",0
2020-01-23,NE,0,0
2020-01-30,NE,0,0
2020-02-06,NE,0,0
2020-02-13,NE,0,0
2020-02-20,NE,0,0
2020-02-27,NE,0,0
2020-03-05,NE,0,0
2020-03-12,NE,0,0
2020-03-19,NE,0,0
2020-03-26,NE,0,0
2020-04-02,NE,12,12
2020-04-09,NE,28,16
2020-04-16,NE,53,25
2020-04-23,NE,73,20
2020-04-30,NE,118,45
2020-05-07,NE,149,31
2020-05-14,NE,196,47
2020-05-21,NE,240,44
2020-05-28,NE,274,34
2020-06-04,NE,293,19
2020-06-11,NE,302,9
2020-06-18,NE,331,29
2020-06-25,NE,348,17
2020-07-02,NE,360,12
2020-07-09,NE,376,16
2020-07-16,NE,387,11
2020-07-23,NE,413,26
2020-07-30,NE,427,14
2020-08-06,NE,464,37
2020-08-13,NE,487,23
2020-08-20,NE,509,22
2020-08-27,NE,532,23
2020-09-03,NE,556,24
2020-09-10,NE,572,16
2020-09-17,NE,610,38
2020-09-24,NE,650,40
2020-10-01,NE,684,34
2020-10-08,NE,739,55
2020-10-15,NE,803,64
2020-10-22,NE,900,97
2020-10-29,NE,"1,021",121
2020-11-05,NE,"1,161",140
2020-11-12,NE,"1,348",187
2020-11-19,NE,"1,556",208
2020-11-26,NE,"1,741",185
2020-12-03,NE,"1,875",134
2020-12-10,NE,"2,014",139
2020-12-17,NE,"2,102",88
2020-12-24,NE,"2,172",70
2020-12-31,NE,"2,247",75
2021-01-07,NE,"2,320",73
2021-01-14,NE,"2,389",69
2021-01-21,NE,"2,444",55
2021-01-28,NE,"2,489",45
2021-02-04,NE,"2,519",30
2021-02-11,NE,"2,526",7
2021-02-18,NE,"2,543",17
2021-02-25,NE,"2,562",19
2021-03-04,NE,"2,579",17
2021-03-11,NE,"2,590",11
2021-03-18,NE,"2,599",9
2021-03-25,NE,"2,617",18
2021-04-01,NE,"2,626",9
2021-04-08,NE,"2,642",16
2021-04-15,NE,"2,655",13
2021-04-22,NE,"2,673",18
2021-04-29,NE,"2,683",10
2021-05-06,NE,"2,692",9
2021-05-13,NE,"2,706",14
2021-05-20,NE,"2,710",4
2021-05-27,NE,"2,729",19
2021-06-03,NE,"2,732",3
2021-06-10,NE,"2,734",2
2021-06-17,NE,"2,736",2
2021-06-24,NE,"2,738",2
2021-07-01,NE,"2,746",8
2021-07-08,NE,"2,756",10
2021-07-15,NE,"2,766",10
2021-07-22,NE,"2,781",15
2021-07-29,NE,"2,801",20
2021-08-05,NE,"2,826",25
2021-08-12,NE,"2,852",26
2021-08-19,NE,"2,888",36
2021-08-26,NE,"2,923",35
2021-09-02,NE,"2,959",36
2021-09-09,NE,"2,997",38
2021-09-16,NE,"3,038",41
2021-09-23,NE,"3,093",55
2021-09-30,NE,"3,145",52
2021-10-07,NE,"3,195",50
2021-10-14,NE,"3,230",35
2021-10-21,NE,"3,264",34
2021-10-28,NE,"3,309",45
2021-11-04,NE,"3,359",50
2021-11-11,NE,"3,416",57
2021-11-18,NE,"3,477",61
2021-11-25,NE,"3,554",77
2021-12-02,NE,"3,618",64
2021-12-09,NE,"3,699",81
2021-12-16,NE,"3,760",61
2021-12-23,NE,"3,810",50
2021-12-30,NE,"3,857",47
2022-01-06,NE,"3,926",69
2022-01-13,NE,"3,995",69
2022-01-20,NE,"4,084",89
2022-01-27,NE,"4,160",76
2022-02-03,NE,"4,221",61
2022-02-10,NE,"4,249",28
2022-02-17,NE,"4,269",20
2022-02-24,NE,"4,286",17
2022-03-03,NE,"4,291",5
2022-03-10,NE,"4,294",3
2022-03-17,NE,"4,300",6
2022-03-24,NE,"4,303",3
2022-03-31,NE,"4,306",3
2022-04-07,NE,"4,307",1
2022-04-14,NE,"4,308",1
2022-04-21,NE,"4,311",3
2022-04-28,NE,"4,317",6
2022-05-05,NE,"4,318",1
2022-05-12,NE,"4,322",4
2022-05-19,NE,"4,323",1
2022-05-26,NE,"4,327",4
2022-06-02,NE,"4,331",4
2022-06-09,NE,"4,336",5
2022-06-16,NE,"4,340",4
2022-06-23,NE,"4,343",3
2022-06-30,NE,"4,353",10
2022-07-07,NE,"4,360",7
2022-07-14,NE,"4,364",4
2022-07-21,NE,"4,371",7
2022-07-28,NE,"4,377",6
2022-08-04,NE,"4,383",6
2022-08-11,NE,"4,385",2
2022-08-18,NE,"4,389",4
2022-08-25,NE,"4,391",2
2022-09-01,NE,"4,392",1
2022-09-08,NE,"4,392",0
2022-09-15,NE,"4,393",1
2022-09-22,NE,"4,480",87
2022-09-29,NE,"4,524",44
2022-10-06,NE,"4,536",12
2022-10-13,NE,"4,539",3
2022-10-20,NE,"4,546",7
2022-10-27,NE,"4,550",4
2022-11-03,NE,"4,562",12
2022-11-10,NE,"4,606",44
2022-11-17,NE,"4,622",16
2020-01-23,NH,0,0
2020-01-30,NH,0,0
2020-02-06,NH,0,0
2020-02-13,NH,0,0
2020-02-20,NH,0,0
2020-02-27,NH,0,0
2020-03-05,NH,0,0
2020-03-12,NH,0,0
2020-03-19,NH,0,0
2020-03-26,NH,1,1
2020-04-02,NH,3,2
2020-04-09,NH,13,10
2020-04-16,NH,32,19
2020-04-23,NH,48,16
2020-04-30,NH,60,12
2020-05-07,NH,92,32
2020-05-14,NH,150,58
2020-05-21,NH,190,40
2020-05-28,NH,223,33
2020-06-04,NH,265,42
2020-06-11,NH,301,36
2020-06-18,NH,330,29
2020-06-25,NH,347,17
2020-07-02,NH,373,26
2020-07-09,NH,386,13
2020-07-16,NH,394,8
2020-07-23,NH,402,8
2020-07-30,NH,411,9
2020-08-06,NH,418,7
2020-08-13,NH,420,2
2020-08-20,NH,427,7
2020-08-27,NH,429,2
2020-09-03,NH,432,3
2020-09-10,NH,433,1
2020-09-17,NH,438,5
2020-09-24,NH,438,0
2020-10-01,NH,439,1
2020-10-08,NH,446,7
2020-10-15,NH,458,12
2020-10-22,NH,469,11
2020-10-29,NH,478,9
2020-11-05,NH,484,6
2020-11-12,NH,492,8
2020-11-19,NH,504,12
2020-11-26,NH,514,10
2020-12-03,NH,537,23
2020-12-10,NH,570,33
